0,92,67
1,90,63
2,89,67
3,87,67
4,86,69
5,85,69
6,83,65
7,83,66
8,84,68
9,85,69
10,85,66
11,87,69
12,86,65
13,87,67
14,86,64
15,86,66
16,87,62
17,87,60
18,87,63
19,88,65
20,90,62
21,91,66
22,92,64
23,93,65
24,90,65
25,92,65
26,92,68
27,92,65
28,93,63
29,95,61
30,95,61
31,97,61
32,98,62
33,95,61
34,93,64
35,97,61
36,97,61
37,96,63
38,98,63
39,97,63
40,95,62
41,94,62
42,93,64
43,91,61
44,87,62
45,84,65
46,80,68
47,78,70
48,73,68
49,73,70
50,70,71
51,68,74
52,67,72
53,64,70
54,63,75
55,62,75
56,62,79
57,61,78
58,63,79
59,61,78
60,62,77
61,63,74
62,63,77
63,63,77
64,62,75
65,65,74
66,66,71
67,66,72
68,63,71
69,64,72
70,67,70
71,67,72
72,64,72
73,63,70
74,65,69
75,67,65
76,68,62
77,67,59
78,70,59
79,70,58
80,73,60
81,74,60
82,76,59
83,78,57
84,80,58
85,84,60
86,86,56
87,90,52
88,97,56
89,100,58
90,103,58
91,104,58
92,108,58
93,110,57
94,112,60
95,113,59
96,111,60
97,115,61
98,110,57
99,107,60
100,106,61
101,102,61
102,101,60
103,97,62
104,94,61
105,91,62
106,89,64
107,87,64
108,85,63
109,83,63
110,80,62
111,79,61
112,78,61
113,78,60
114,78,62
115,78,62
116,77,62
117,78,60
118,77,61
119,77,62
120,77,59
121,77,60
122,77,59
123,76,61
124,76,60
125,75,60
126,76,61
127,75,57
128,74,57
129,73,58
130,75,57
131,74,55
132,74,55
133,73,59
134,74,56
135,76,55
136,76,54
137,75,56
138,77,59
139,78,58
140,76,58
141,79,57
142,80,57
143,81,54
144,79,54
145,80,53
146,82,56
147,80,56
148,82,56
149,82,54
150,82,54
151,81,54
152,82,54
153,82,56
154,81,56
155,82,55
156,81,54
157,82,55
158,82,57
159,82,56
160,80,53
161,82,59
162,82,59
163,82,58
164,83,57
165,81,57
166,83,59
167,83,58
168,83,62
169,86,61
170,84,62
171,83,61
172,85,63
173,86,64
174,86,64
175,90,66
176,87,67
177,85,66
178,85,67
179,85,63
180,87,65
181,86,64
182,87,65
183,89,66
184,90,66
185,90,68
186,91,68
187,91,70
188,93,70
189,93,71
190,97,72
191,98,74
192,99,78
193,100,78
194,100,79
195,102,81
196,104,80
197,106,79
198,110,84
199,111,86
200,111,89
201,113,92
202,113,92
203,115,91
204,117,92
205,121,92
206,121,92
207,121,89
208,122,83
209,122,79
210,119,78
211,117,75
212,113,68
213,105,69
214,101,68
215,93,64
216,87,61
217,83,63
218,76,62
219,76,61
220,70,61
221,68,60
222,66,60
223,62,63
224,61,64
225,59,63
226,60,61
227,60,62
228,61,64
229,60,63
230,60,63
231,65,65
232,69,66
233,73,69
234,76,70
235,78,71
236,80,72
237,82,71
238,83,71
239,85,72
240,87,72
241,92,75
242,93,74
243,94,76
244,92,74
245,94,75
246,94,75
247,93,74
248,95,74
249,95,74
250,92,70
251,89,73
252,89,70
253,86,71
254,85,69
255,84,66
256,83,67
